comment,code,line,file,language
"The implementation performs the update of the shadow map if necessary.
	 
	  @param {NodeFrame} frame - A reference to the current node frame.","updateBefore( frame ) {

		const { shadow } = this;

		let needsUpdate = shadow.needsUpdate || shadow.autoUpdate;

		if ( needsUpdate ) {

			if ( this._cameraFrameId[ frame.camera ] === frame.frameId ) {

				needsUpdate = false;

			}

			this._cameraFrameId[ frame.camera ] = frame.frameId;

		}

		if ( needsUpdate ) {

			this.updateShadow( frame );

			if ( this.shadowMap.depthTexture.version === this._depthVersionCached ) {

				shadow.needsUpdate = false;

			}

		}

	}",801,data/raw/repos/js/three.js/src/nodes/lighting/ShadowNode.js,javascript
"Returns installation source (either source or dist).
     
      @return string ""source"" or ""dist""",public function getInstallationSource(): string;,30,data/raw/repos/php/composer/src/Composer/Downloader/DownloaderInterface.php,php
"Upgrades the hashed password of a user, typically for using a better hash algorithm.
     
      This method should persist the new password in the user storage and update the $user object accordingly.
      Because you don't want your users not being able to log in, this method should be opportunistic:
      it's fine if it does nothing or if it fails without throwing any exception.
     
      @throws UnsupportedUserException if the implementation does not support that user","public function upgradePassword(PasswordAuthenticatedUserInterface $user, string $newHashedPassword): void;",29,data/raw/repos/php/symfony/src/Symfony/Component/Security/Core/User/PasswordUpgraderInterface.php,php
"Asserts that a variable is of type scalar.
     
      @throws Exception
      @throws ExpectationFailedException
     
      @phpstan-assert scalar $actual","final public static function assertIsScalar(mixed $actual, string $message = ''): void
    {
        self::assertThat(
            $actual,
            new IsType(NativeType::Scalar),
            $message,
        );
    }",1839,data/raw/repos/php/phpunit/src/Framework/Assert.php,php
"Deprecates an option, allowed types or values.
     
      Instead of passing the message, you may also pass a closure with the
      following signature:
     
          function (Options $options, $value): string {
               ...
          }
     
      The closure receives the value as argument and should return a string.
      Return an empty string to ignore the option deprecation.
     
      The closure is invoked when {@link resolve()} is called. The parameter
      passed to the closure is the value of the option after validating it
      and before normalizing it.
     
      @param string          $package The name of the composer package that is triggering the deprecation
      @param string          $version The version of the package that introduced the deprecation
      @param string|\Closure $message The deprecation message to use
     
      @return $this","public function setDeprecated(string $option, string $package, string $version, string|\Closure $message = 'The option ""%name%"" is deprecated.'): static
    {
        if ($this->locked) {
            throw new AccessException('Options cannot be deprecated from a lazy option or normalizer.');
        }

        if (!isset($this->defined[$option])) {
            throw new UndefinedOptionsException(\sprintf('The option ""%s"" does not exist, defined options are: ""%s"".', $this->formatOptions([$option]), implode('"", ""', array_keys($this->defined))));
        }

        if (!\is_string($message) && !$message instanceof \Closure) {
            throw new InvalidArgumentException(\sprintf('Invalid type for deprecation message argument, expected string or \Closure, but got ""%s"".', get_debug_type($message)));
        }

        // ignore if empty string
        if ('' === $message) {
            return $this;
        }

        $this->deprecated[$option] = [
            'package' => $package,
            'version' => $version,
            'message' => $message,
        ];

        // Make sure the option is processed
        unset($this->resolved[$option]);

        return $this;
    }",431,data/raw/repos/php/symfony/src/Symfony/Component/OptionsResolver/OptionsResolver.php,php
"rces allocated by this instance. Call this
	  method whenever this instance is no longer used in your app.
	 
	dispose() {

		this.geometry.disp","e();
		this.material.dispose();

	}

}


function getBoneList( object ",56807,data/raw/repos/js/three.js/build/three.core.js,javascript
"Execute the given callback using the given locale.
     
      @param  string  $locale
      @param  callable  $callback
      @return mixed","public static function withLocale(string $locale, callable $callback)
    {
        $previousLocale = static::$locale;

        static::useLocale($locale);

        try {
            return $callback();
        } finally {
            static::useLocale($previousLocale);
        }
    }",351,data/raw/repos/php/framework/src/Illuminate/Support/Number.php,php
"Retrieve the child model for a bound value.
     
      @param  string  $childType
      @param  mixed  $value
      @param  string|null  $field
      @return \Illuminate\Database\Eloquent\Model|null","public function resolveChildRouteBinding($childType, $value, $field)
    {
        return $this->resolveChildRouteBindingQuery($childType, $value, $field)->first();
    }",2231,data/raw/repos/php/framework/src/Illuminate/Database/Eloquent/Model.php,php
"Generate a more truly ""random"" alpha-numeric string.
     
      @param  int  $length
      @return string","public static function random($length = 16)
    {
        return (static::$randomStringFactory ?? function ($length) {
            $string = '';

            while (($len = strlen($string)) < $length) {
                $size = $length - $len;

                $bytesSize = (int) ceil($size / 3) * 3;

                $bytes = random_bytes($bytesSize);

                $string .= substr(str_replace(['/', '+', '='], '', base64_encode($bytes)), 0, $size);
            }

            return $string;
        })($length);
    }",1096,data/raw/repos/php/framework/src/Illuminate/Support/Str.php,php
@param non-empty-string $globalVariableName,"public static function excludeGlobalVariableFromBackupOnClass(string $globalVariableName): ExcludeGlobalVariableFromBackup
    {
        return new ExcludeGlobalVariableFromBackup(self::CLASS_LEVEL, $globalVariableName);
    }",190,data/raw/repos/php/phpunit/src/Metadata/Metadata.php,php
"Execute the console command.
     
      @return void","public function handle()
    {
        if (parent::handle() === false && ! $this->option('force')) {
            if (! $this->alreadyExists($this->getNameInput())) {
                return false;
            }

            if (! confirm('Do you want to generate additional components for the model?')) {
                return false;
            } else {
                $this->afterPromptingForMissingArguments($this->input, $this->output);
            }
        }

        if ($this->option('all')) {
            $this->input->setOption('factory', true);
            $this->input->setOption('seed', true);
            $this->input->setOption('migration', true);
            $this->input->setOption('controller', true);
            $this->input->setOption('policy', true);
            $this->input->setOption('resource', true);
        }

        if ($this->option('factory')) {
            $this->createFactory();
        }

        if ($this->option('migration')) {
            $this->createMigration();
        }

        if ($this->option('seed')) {
            $this->createSeeder();
        }

        if ($this->option('controller') || $this->option('resource') || $this->option('api')) {
            $this->createController();
        } elseif ($this->option('requests')) {
            $this->createFormRequests();
        }

        if ($this->option('policy')) {
            $this->createPolicy();
        }
    }",47,data/raw/repos/php/framework/src/Illuminate/Foundation/Console/ModelMakeCommand.php,php
"Extracts the base URL from the given URL.
	 
	  @param {string} url -The URL to extract the base URL from.
	  @return {string} The extracted base URL.","static extractUrlBase( url ) {

		const index = url.lastIndexOf( '/' );

		if ( index === - 1 ) return './';

		return url.slice( 0, index + 1 );

	}",11,data/raw/repos/js/three.js/src/loaders/LoaderUtils.js,javascript
temporary workaround. Need something like ReactDOM.unstable_IdleUpdates.,"function TODO_scheduleIdleDOMSchedulerTask(fn) {
  ReactDOM.unstable_runWithPriority(IdleEventPriority, () => {
    const prevEvent = window.event;
    window.event = {type: 'message'};
    try {
      fn();
    } finally {
      window.event = prevEvent;
    }
  });
}",105,data/raw/repos/js/react/packages/react-dom/src/__tests__/ReactDOMServerSelectiveHydration-test.internal.js,javascript
Configures whether to keep empty nodes.,"public function withRemoveEmptyTags(?bool $removeEmptyTags): static
    {
        return $this->with(XmlEncoder::REMOVE_EMPTY_TAGS, $removeEmptyTags);
    }",106,data/raw/repos/php/symfony/src/Symfony/Component/Serializer/Context/Encoder/XmlEncoderContextBuilder.php,php
"@param non-empty-array<array{name: string, remoteId: string}> $sources","public function __construct(string $packageName, string $advisoryId, ConstraintInterface $affectedVersions, string $title, array $sources, DateTimeImmutable $reportedAt, ?string $cve = null, ?string $link = null, ?string $ignoreReason = null, ?string $severity = null)
    {
        parent::__construct($packageName, $advisoryId, $affectedVersions, $title, $sources, $reportedAt, $cve, $link, $severity);

        $this->ignoreReason = $ignoreReason;
    }",28,data/raw/repos/php/composer/src/Composer/Advisory/IgnoredSecurityAdvisory.php,php
create the main Group() to be returned by the loader,"parseScene( deformers, geometryMap, materialMap ) {

		sceneGraph = new Group();

		const modelMap = this.parseModels( deformers.skeletons, geometryMap, materialMap );

		const modelNodes = fbxTree.Objects.Model;

		const scope = this;
		modelMap.forEach( function ( model ) {

			const modelNode = modelNodes[ model.ID ];
			scope.setLookAtProperties( model, modelNode );

			const parentConnections = connections.get( model.ID ).parents;

			parentConnections.forEach( function ( connection ) {

				const parent = modelMap.get( connection.ID );
				if ( parent !== undefined ) parent.add( model );

			} );

			if ( model.parent === null ) {

				sceneGraph.add( model );

			}


		} );

		this.bindSkeleton( deformers.skeletons, geometryMap, modelMap );

		this.addGlobalSceneSettings();

		sceneGraph.traverse( function ( node ) {

			if ( node.userData.transformData ) {

				if ( node.parent ) {

					node.userData.transformData.parentMatrix = node.parent.matrix;
					node.userData.transformData.parentMatrixWorld = node.parent.matrixWorld;

				}

				const transform = generateTransform( node.userData.transformData );

				node.applyMatrix4( transform );
				node.updateWorldMatrix();

			}

		} );

		const animations = new AnimationParser().parse();

		// if all the models where already combined in a single group, just return that
		if ( sceneGraph.children.length === 1 && sceneGraph.children[ 0 ].isGroup ) {

			sceneGraph.children[ 0 ].animations = animations;
			sceneGraph = sceneGraph.children[ 0 ];

		}

		sceneGraph.animations = animations;

	}",888,data/raw/repos/js/three.js/examples/jsm/loaders/FBXLoader.js,javascript
